time,open,high,low,close,volume
2026-06-02T16:45:00Z,3347.12,3348.43,3345.62,3347.14,1439.86
2026-06-02T17:00:00Z,3347.14,3348.85,3345.81,3347.59,1286.07
2026-06-02T17:15:00Z,3347.59,3348.81,3346.38,3347.53,1267.93
2026-06-02T17:30:00Z,3347.53,3348.81,3346.89,3347.32,1306.99
2026-06-02T17:45:00Z,3347.32,3348.01,3345.46,3346.95,1098.00
2026-06-02T18:00:00Z,3346.95,3348.63,3346.06,3346.72,1041.10
2026-06-02T18:15:00Z,3346.72,3347.71,3345.51,3347.18,1090.08
2026-06-02T18:30:00Z,3347.18,3347.89,3345.78,3347.36,1022.46
2026-06-02T18:45:00Z,3347.36,3348.72,3345.64,3347.65,1232.67
2026-06-02T19:00:00Z,3347.65,3348.59,3346.84,3347.95,1275.17
2026-06-02T19:15:00Z,3347.95,3348.71,3347.38,3347.88,1267.53
2026-06-02T19:30:00Z,3347.88,3349.46,3346.79,3348.14,1383.88
2026-06-02T19:45:00Z,3348.14,3349.48,3347.63,3348.40,1329.29
2026-06-02T20:00:00Z,3348.40,3349.59,3347.42,3348.39,1348.58
2026-06-02T20:15:00Z,3348.39,3348.89,3347.20,3348.38,1477.32
2026-06-02T20:30:00Z,3348.38,3349.15,3346.62,3347.95,1455.35
2026-06-02T20:45:00Z,3347.95,3348.32,3346.30,3347.52,1662.45
2026-06-02T21:00:00Z,3347.52,3348.30,3346.33,3347.33,1708.69
2026-06-02T21:15:00Z,3347.33,3347.90,3346.79,3347.30,1666.34
2026-06-02T21:30:00Z,3347.30,3349.02,3346.48,3347.57,1540.86
2026-06-02T21:45:00Z,3347.57,3348.83,3345.95,3347.36,1766.14
2026-06-02T22:00:00Z,3347.36,3348.21,3345.97,3347.28,1581.61
2026-06-02T22:15:00Z,3347.28,3348.06,3345.93,3346.98,1549.32
2026-06-02T22:30:00Z,3346.98,3348.43,3346.46,3347.27,1581.80
2026-06-02T22:45:00Z,3347.27,3349.17,3345.64,3347.43,1528.99
2026-06-02T23:00:00Z,3347.43,3348.24,3346.71,3347.14,1603.04
2026-06-02T23:15:00Z,3347.14,3348.08,3346.01,3347.31,1648.99
2026-06-02T23:30:00Z,3347.31,3348.29,3345.68,3346.93,1485.16
2026-06-02T23:45:00Z,3346.93,3348.20,3345.66,3346.97,1481.62
2026-06-03T00:00:00Z,3346.97,3347.72,3346.19,3346.66,1318.24
2026-06-03T00:15:00Z,3346.66,3347.07,3344.84,3346.19,1322.11
2026-06-03T00:30:00Z,3346.19,3346.73,3344.27,3346.01,1392.90
2026-06-03T00:45:00Z,3346.01,3346.85,3345.18,3345.72,1278.13
2026-06-03T01:00:00Z,3345.72,3347.38,3344.85,3346.01,1156.15
2026-06-03T01:15:00Z,3346.01,3346.83,3344.54,3345.96,1043.86
2026-06-03T01:30:00Z,3345.96,3347.72,3345.49,3346.36,1132.48
2026-06-03T01:45:00Z,3346.36,3348.02,3344.71,3346.70,1130.80
2026-06-03T02:00:00Z,3346.70,3347.21,3344.70,3346.40,1116.58
2026-06-03T02:15:00Z,3346.40,3347.60,3345.60,3346.39,1316.10
2026-06-03T02:30:00Z,3346.39,3347.73,3345.70,3346.33,1222.64
2026-06-03T02:45:00Z,3346.33,3346.76,3344.76,3346.34,1398.59
2026-06-03T03:00:00Z,3346.34,3347.98,3344.71,3346.42,1380.16
2026-06-03T03:15:00Z,3346.42,3347.77,3344.75,3346.80,1579.03
2026-06-03T03:30:00Z,3346.80,3348.04,3346.11,3347.17,1575.26
2026-06-03T03:45:00Z,3347.17,3348.62,3345.91,3347.50,1595.20
2026-06-03T04:00:00Z,3347.50,3348.39,3345.89,3347.70,1688.95
2026-06-03T04:15:00Z,3347.70,3349.91,3346.77,3348.45,1597.46
2026-06-03T04:30:00Z,3348.45,3349.15,3347.95,3348.68,1604.39
2026-06-03T04:45:00Z,3348.68,3350.43,3346.96,3349.33,1582.38
2026-06-03T05:00:00Z,3349.33,3351.46,3348.54,3349.67,1602.61
2026-06-03T05:15:00Z,3349.67,3351.73,3349.03,3350.26,1577.15
2026-06-03T05:30:00Z,3350.26,3351.29,3348.87,3350.34,1619.63
2026-06-03T05:45:00Z,3350.34,3351.19,3349.97,3350.46,1609.47
2026-06-03T06:00:00Z,3350.46,3352.25,3349.96,3351.11,1626.36
2026-06-03T06:15:00Z,3351.11,3352.69,3349.50,3351.90,1494.99
2026-06-03T06:30:00Z,3351.90,3353.53,3351.17,3352.69,1567.91
2026-06-03T06:45:00Z,3352.69,3355.27,3351.24,3353.60,1490.38
2026-06-03T07:00:00Z,3353.60,3354.97,3351.84,3354.48,1375.09
2026-06-03T07:15:00Z,3354.48,3356.42,3352.88,3354.75,1336.29
2026-06-03T07:30:00Z,3354.75,3356.09,3354.31,3354.98,1389.94
2026-06-03T07:45:00Z,3354.98,3356.37,3353.57,3354.97,1276.58
2026-06-03T08:00:00Z,3354.97,3356.51,3353.59,3355.11,1081.42
2026-06-03T08:15:00Z,3355.11,3356.44,3353.87,3355.61,1187.87
2026-06-03T08:30:00Z,3355.61,3357.55,3354.75,3356.28,1077.96
2026-06-03T08:45:00Z,3356.28,3356.96,3355.25,3356.27,1104.61
2026-06-03T09:00:00Z,3356.27,3357.36,3355.59,3356.38,1034.93
2026-06-03T09:15:00Z,3356.38,3357.34,3354.80,3356.94,1168.11
2026-06-03T09:30:00Z,3356.94,3358.14,3355.70,3357.64,1180.51
2026-06-03T09:45:00Z,3357.64,3359.69,3356.21,3358.04,1367.47
2026-06-03T10:00:00Z,3358.04,3358.88,3357.25,3357.90,1458.49
2026-06-03T10:15:00Z,3357.90,3359.39,3356.31,3357.98,1471.43
2026-06-03T10:30:00Z,3357.98,3359.11,3357.53,3358.21,1541.87
2026-06-03T10:45:00Z,3358.21,3359.84,3356.70,3358.03,1630.45
2026-06-03T11:00:00Z,3358.03,3358.89,3356.60,3358.51,1707.60
2026-06-03T11:15:00Z,3358.51,3359.95,3356.81,3358.46,1705.92
2026-06-03T11:30:00Z,3358.46,3359.88,3357.40,3358.62,1533.69
2026-06-03T11:45:00Z,3358.62,3359.21,3357.43,3358.66,1603.95
2026-06-03T12:00:00Z,3358.66,3359.61,3357.86,3358.81,1615.57
2026-06-03T12:15:00Z,3358.81,3359.45,3358.19,3358.77,1711.61
2026-06-03T12:30:00Z,3358.77,3359.52,3357.82,3359.07,1741.07
2026-06-03T12:45:00Z,3359.07,3360.56,3358.30,3359.66,1642.15
2026-06-03T13:00:00Z,3359.66,3360.79,3359.17,3360.17,1688.30
2026-06-03T13:15:00Z,3360.17,3361.42,3358.40,3360.12,1499.84
2026-06-03T13:30:00Z,3360.12,3362.08,3359.19,3360.84,1485.08
2026-06-03T13:45:00Z,3360.84,3362.11,3359.29,3361.39,1557.23
2026-06-03T14:00:00Z,3361.39,3363.22,3361.03,3361.78,1470.67
2026-06-03T14:15:00Z,3361.78,3363.88,3360.25,3362.10,1429.88
2026-06-03T14:30:00Z,3362.10,3364.10,3360.66,3362.69,1407.17
2026-06-03T14:45:00Z,3362.69,3363.26,3361.53,3362.60,1170.96
2026-06-03T15:00:00Z,3362.60,3364.00,3361.93,3362.75,1259.27
2026-06-03T15:15:00Z,3362.75,3365.06,3362.30,3363.37,1098.92
2026-06-03T15:30:00Z,3363.37,3365.70,3362.63,3364.08,1115.66
2026-06-03T15:45:00Z,3364.08,3366.25,3363.38,3364.63,1019.64
2026-06-03T16:00:00Z,3364.63,3366.70,3364.02,3365.09,1216.31
2026-06-03T16:15:00Z,3365.09,3366.18,3364.31,3365.70,1210.16
2026-06-03T16:30:00Z,3365.70,3367.97,3364.85,3366.19,1257.48
2026-06-03T16:45:00Z,3366.19,3367.39,3365.24,3366.56,1231.55
2026-06-03T17:00:00Z,3366.56,3368.16,3365.64,3366.82,1435.31
2026-06-03T17:15:00Z,3366.82,3369.23,3365.26,3367.55,1521.07
2026-06-03T17:30:00Z,3367.55,3369.52,3366.50,3368.04,1528.79
2026-06-03T17:45:00Z,3368.04,3370.15,3366.97,3368.77,1522.36
2026-06-03T18:00:00Z,3368.77,3371.15,3368.31,3369.59,1631.76
2026-06-03T18:15:00Z,3369.59,3370.61,3368.66,3370.06,1703.30
2026-06-03T18:30:00Z,3370.06,3371.11,3369.69,3370.29,1633.19
2026-06-03T18:45:00Z,3370.29,3372.20,3369.50,3370.79,1718.68
2026-06-03T19:00:00Z,3370.79,3372.78,3369.72,3371.09,1632.39
2026-06-03T19:15:00Z,3371.09,3372.88,3369.68,3371.46,1769.41
2026-06-03T19:30:00Z,3371.46,3373.23,3369.78,3372.02,1680.02
2026-06-03T19:45:00Z,3372.02,3373.62,3370.41,3372.71,1593.38
2026-06-03T20:00:00Z,3372.71,3374.29,3372.22,3373.29,1529.51
2026-06-03T20:15:00Z,3373.29,3375.32,3372.04,3373.64,1475.44
2026-06-03T20:30:00Z,3373.64,3375.16,3371.89,3373.60,1465.10
2026-06-03T20:45:00Z,3373.60,3375.51,3372.10,3374.02,1516.16
2026-06-03T21:00:00Z,3374.02,3375.26,3372.97,3373.92,1503.99
2026-06-03T21:15:00Z,3373.92,3374.72,3373.44,3374.19,1409.80
2026-06-03T21:30:00Z,3374.19,3375.63,3373.48,3373.90,1464.51
2026-06-03T21:45:00Z,3373.90,3374.98,3372.71,3374.21,1368.45
2026-06-03T22:00:00Z,3374.21,3374.84,3373.11,3373.81,1285.74
2026-06-03T22:15:00Z,3373.81,3374.41,3372.85,3373.64,1247.61
2026-06-03T22:30:00Z,3373.64,3374.30,3373.08,3373.47,1062.98
2026-06-03T22:45:00Z,3373.47,3374.14,3373.07,3373.46,1064.86
2026-06-03T23:00:00Z,3373.46,3374.79,3372.87,3373.32,1000.49
2026-06-03T23:15:00Z,3373.32,3375.07,3372.43,3373.49,1097.04
2026-06-03T23:30:00Z,3373.49,3374.71,3372.60,3373.79,1208.71
2026-06-03T23:45:00Z,3373.79,3375.20,3371.96,3373.55,1427.17
2026-06-04T00:00:00Z,3373.55,3374.42,3372.79,3373.73,1365.32
2026-06-04T00:15:00Z,3373.73,3374.14,3373.24,3373.72,1389.83
2026-06-04T00:30:00Z,3373.72,3374.28,3372.73,3373.27,1393.92
2026-06-04T00:45:00Z,3373.27,3374.78,3372.34,3372.77,1631.54
2026-06-04T01:00:00Z,3372.77,3374.00,3372.01,3372.43,1659.25
2026-06-04T01:15:00Z,3372.43,3373.26,3370.55,3372.33,1633.54
2026-06-04T01:30:00Z,3372.33,3373.88,3371.18,3372.04,1595.83
2026-06-04T01:45:00Z,3372.04,3373.26,3370.37,3372.19,1587.27
2026-06-04T02:00:00Z,3372.19,3373.56,3371.22,3371.94,1721.87
2026-06-04T02:15:00Z,3371.94,3373.42,3370.20,3371.74,1728.15
2026-06-04T02:30:00Z,3371.74,3372.42,3371.20,3371.96,1779.22
2026-06-04T02:45:00Z,3371.96,3372.94,3371.47,3372.07,1573.86
2026-06-04T03:00:00Z,3372.07,3372.71,3371.04,3372.06,1748.87
2026-06-04T03:15:00Z,3372.06,3372.81,3370.85,3371.74,1649.17
2026-06-04T03:30:00Z,3371.74,3372.47,3370.89,3371.53,1582.03
2026-06-04T03:45:00Z,3371.53,3372.59,3370.84,3371.77,1592.50
2026-06-04T04:00:00Z,3371.77,3372.16,3370.85,3371.79,1470.59
2026-06-04T04:15:00Z,3371.79,3372.33,3371.06,3371.88,1321.93
2026-06-04T04:30:00Z,3371.88,3373.36,3370.69,3371.60,1274.43
2026-06-04T04:45:00Z,3371.60,3372.92,3369.74,3371.53,1366.66
2026-06-04T05:00:00Z,3371.53,3373.06,3370.14,3371.52,1275.27
2026-06-04T05:15:00Z,3371.52,3373.10,3370.36,3371.23,1222.05
2026-06-04T05:30:00Z,3371.23,3371.86,3370.76,3371.37,998.04
2026-06-04T05:45:00Z,3371.37,3372.72,3370.34,3371.41,1038.47
2026-06-04T06:00:00Z,3371.41,3372.98,3370.12,3371.51,980.31
2026-06-04T06:15:00Z,3371.51,3372.34,3370.48,3371.71,1138.35
2026-06-04T06:30:00Z,3371.71,3372.79,3370.65,3371.69,1332.81
2026-06-04T06:45:00Z,3371.69,3373.57,3369.90,3371.87,1238.49
2026-06-04T07:00:00Z,3371.87,3372.40,3369.69,3371.41,1344.87
2026-06-04T07:15:00Z,3371.41,3372.44,3370.29,3371.07,1437.22
2026-06-04T07:30:00Z,3371.07,3371.74,3369.79,3371.13,1559.09
2026-06-04T07:45:00Z,3371.13,3373.10,3369.83,3371.32,1555.38
2026-06-04T08:00:00Z,3371.32,3373.03,3369.22,3371.01,1484.28
2026-06-04T08:15:00Z,3371.01,3372.70,3370.05,3371.04,1558.84
2026-06-04T08:30:00Z,3371.04,3372.22,3370.66,3371.29,1565.36
2026-06-04T08:45:00Z,3371.29,3372.32,3369.72,3370.62,1663.70
2026-06-04T09:00:00Z,3370.62,3371.80,3368.74,3370.39,1563.66
2026-06-04T09:15:00Z,3370.39,3371.25,3368.61,3370.03,1687.72
2026-06-04T09:30:00Z,3370.03,3371.59,3369.01,3369.92,1762.27
2026-06-04T09:45:00Z,3369.92,3370.31,3367.81,3369.37,1663.39
2026-06-04T10:00:00Z,3369.37,3371.06,3367.23,3368.79,1644.44
2026-06-04T10:15:00Z,3368.79,3370.44,3367.99,3368.78,1497.54
2026-06-04T10:30:00Z,3368.78,3370.08,3367.54,3368.30,1651.60
2026-06-04T10:45:00Z,3368.30,3369.68,3367.41,3368.30,1570.48
2026-06-04T11:00:00Z,3368.30,3368.81,3365.81,3367.57,1464.07
2026-06-04T11:15:00Z,3367.57,3368.27,3366.81,3367.38,1360.11
2026-06-04T11:30:00Z,3367.38,3368.20,3365.91,3367.22,1488.69
2026-06-04T11:45:00Z,3367.22,3368.71,3365.94,3366.92,1200.66
2026-06-04T12:00:00Z,3366.92,3368.35,3365.19,3365.98,1325.30
2026-06-04T12:15:00Z,3365.98,3367.70,3363.85,3365.48,1221.03
2026-06-04T12:30:00Z,3365.48,3366.74,3363.05,3364.80,1159.11
2026-06-04T12:45:00Z,3364.80,3366.19,3362.22,3363.90,1152.39
2026-06-04T13:00:00Z,3363.90,3365.36,3361.83,3363.32,1056.73
2026-06-04T13:15:00Z,3363.32,3364.09,3362.24,3362.85,1166.84
2026-06-04T13:30:00Z,3362.85,3364.56,3361.47,3362.66,1266.73
2026-06-04T13:45:00Z,3362.66,3363.43,3360.79,3362.43,1352.32
2026-06-04T14:00:00Z,3362.43,3363.48,3360.19,3361.70,1309.21
2026-06-04T14:15:00Z,3361.70,3363.15,3359.88,3360.89,1396.30
2026-06-04T14:30:00Z,3360.89,3362.65,3360.07,3360.49,1578.49
2026-06-04T14:45:00Z,3360.49,3360.95,3359.31,3359.73,1502.48
2026-06-04T15:00:00Z,3359.73,3360.78,3358.03,3359.47,1634.92
